rank,name,basename,genre,esrb_rating,platform,publisher,developer,pal_sales,year
2958,Need for Speed Rivals,need-for-speed-rivals,Racing,E10,xbox,Electronic Arts,Ghost Games,0.35,2013
2959,The Next Tetris,the-next-tetris,Puzzle,E,other,Atari,Blue Planet Software,0.31,1999
2960,Guitar Hero: Warriors of Rock,guitar-hero-warriors-of-rock,Misc,T,other,Activision,Neversoft Entertainment,0.35,2010
2963,Final Fantasy XI: Wings of the Goddess,final-fantasy-xi-wings-of-the-goddess,Role-Playing,T,other,Square Enix,Square Enix,0.27,2007
2964,The Sims 2,the-sims-2,Simulation,T,other,Electronic Arts,Maxis,0.03,2005
2965,Golden Sun: Dark Dawn,golden-sun-dark-dawn,Role-Playing,E10,other,Nintendo,Camelot Software Planning,0.1,2010
2966,Who Wants to be a Millionaire,who-wants-to-be-a-millionaire,Misc,unrated,other,Eidos Interactive,Hothouse Creations,0.3,2000
2968,Ben 10: Alien Force,ben-10-alien-force,Action,E10,nintendo,D3 Publisher,Monkey Bar Games,0.21,2008
2969,Star Wars Rogue Squadron III: Rebel Strike,star-wars-rogue-squadron-iii-rebel-strike,Simulation,T,nintendo,LucasArts,Factor 5,0.16,2003
2970,Moto Racer,moto-racer,Racing,E,other,Electronic Arts,Delphine Software International,0.3,1997
2971,Hitman: Contracts,hitman-contracts,Shooter,M,other,Eidos Interactive,IO Interactive,0.31,2004
2972,The 7th Guest,the-7th-guest,Adventure,unrated,pc,Virgin Interactive,Trilobyte,0.77,1993
2973,Deca Sports 2,deca-sports-2,Sports,E,nintendo,Hudson Soft,Hudson Soft,0.34,2009
2974,Final Fantasy Anthology,final-fantasy-anthology,Role-Playing,T,other,Square EA,SquareSoft,0.3,1999
2975,DiRT 2,dirt-2,Racing,T,xbox,Codemasters,Codemasters,0.39,2009
2976,Star Wars The Clone Wars: Republic Heroes,star-wars-the-clone-wars-republic-heroes,Action,T,nintendo,LucasArts,Krome Studios,0.3,2009
2977,The Sims 2: Pets,the-sims-2-pets,Simulation,T,other,Electronic Arts,Maxis,0.39,2006
2979,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,Sports,E,other,Konami,Konami,0.33,2009
2980,Prince of Persia: Warrior Within,prince-of-persia-warrior-within,Adventure,M,xbox,Ubisoft,Ubisoft Montreal,0.28,2004
2981,Mario & Sonic at the Sochi 2014 Olympic Winter Games,mario-amp-sonic-at-the-sochi-2014-olympic-winter-games,Sports,E,nintendo,Nintendo,Sega Sports R&D,0.23,2013
2982,Rhythm Heaven Megamix,rhythm-heaven-megamix,Music,E,nintendo,Nintendo,Nintendo,0.06,2016
2983,Guitar Hero: Metallica,guitar-hero-metallica,Misc,T,xbox,Activision,Neversoft Entertainment,0.2,2009
2984,Hasbro Family Game Night 3,hasbro-family-game-night-3,Misc,E,nintendo,Electronic Arts,EA Bright Light,0.27,2010
2985,The Amazing Spider-Man (2012),the-amazing-spider-man-2012,Action-Adventure,T,other,Activision,Beenox,0.36,2012
2987,WWE 2K15,wwe-2k15,Sports,T,other,2K Sports,Visual Concepts,0.29,2014
2988,Need for Speed: Hot Pursuit 2,need-for-speed-hot-pursuit-2,Racing,E,nintendo,Electronic Arts,EA Seattle,0.09,2002
2989,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,E,other,Konami,Konami,0.33,2008
2993,Rayman Raving Rabbids 2,rayman-raving-rabbids-2,Misc,E10,other,Ubisoft,Ubisoft Paris,0.01,2007
2994,Alien,alien,Action,unrated,other,20th Century Fox Video Games,20th Century Fox Video Games,0.04,1982
2995,Dragon's Dogma,dragons-dogma,Role-Playing,M,xbox,Capcom,Capcom,0.24,2012
2996,Invizimals,invizimals,Strategy,E10,other,Sony Computer Entertainment,Novarama,0.51,2010
2997,Guitar Hero: Aerosmith,guitar-hero-aerosmith,Misc,T,other,Activision,BudCat Creations,0,2008
2998,Assassin's Creed The Ezio Collection,assassins-creed-the-ezio-collection,Action,M,other,Ubisoft,Ubisoft,0.52,2016
2999,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,Sports,E,other,Konami,Konami,0.3,2010
3000,The Sims 2: Castaway,the-sims-2-castaway,Simulation,E10,other,Electronic Arts,Maxis,0.46,2007
3002,All Star Cheer Squad,all-star-cheer-squad,Sports,E,nintendo,THQ,Gorilla Systems,0.29,2008
3003,Dead Island: Riptide,dead-island-riptide,Misc,M,xbox,Deep Silver,Techland,0.27,2013
3004,Harvest Moon: A Wonderful Life,harvest-moon-a-wonderful-life,Role-Playing,E,nintendo,Natsume,Marvelous Interactive,0.16,2004
3006,Darksiders II,darksiders-ii,Action-Adventure,M,xbox,THQ,Vigil Games,0.27,2012
3007,Motocross Mania,motocross-mania,Racing,E,other,Take-Two Interactive,Deibus Studios,0.3,2001
3008,Prototype 2,prototype-2,Action,M,xbox,Activision,Radical Entertainment,0.24,2012
3009,NBA 2K16,nba-2k16,Sports,E10,other,2K Sports,Visual Concepts,0.12,2015
3010,Band Hero,band-hero,Misc,E10,xbox,Activision,Neversoft Entertainment,0.21,2009
3012,Mega Man 5,mega-man-5,Platform,unrated,nintendo,Capcom,Capcom,0.07,1992
3013,WCW Mayhem,wcw-mayhem,Fighting,T,nintendo,Electronic Arts,Kodiak Interactive,0.15,1999
3015,Dance Dance Revolution SuperNOVA 2,dance-dance-revolution-supernova-2,Simulation,E10,other,Konami,Konami Computer Entertainment Tokyo,0.03,2007
3016,Armored Core 2,armored-core-2,Simulation,T,other,Agetec,From Software,0.22,2000
3017,The Godfather II,the-godfather-ii,Adventure,M,xbox,Electronic Arts,EA Redwood Shores,0.23,2009
3019,Major League Baseball Featuring Ken Griffey Jr,major-league-baseball-featuring-ken-griffey-jr,Sports,E,nintendo,Nintendo,Angel Studios,0.03,1998
3021,NCAA Football 08,ncaa-football-08,Sports,E,other,Electronic Arts,EA Tiburon,0.03,2007
3022,Star Ocean: The Last Hope,star-ocean-the-last-hope,Role-Playing,T,xbox,Square Enix,tri-Ace,0.2,2009
3023,FIFA Soccer 2004,fifa-soccer-2004,Sports,E,xbox,EA Sports,EA Canada,0.49,2003
3024,Final Fantasy XIV: A Realm Reborn,final-fantasy-xiv-a-realm-reborn,MMO,T,other,Square Enix,Square Enix,0.23,2014
3026,MadWorld,madworld,Action,M,nintendo,Sega,PlatinumGames,0.24,2009
3027,Tiger Woods PGA Tour 10,tiger-woods-pga-tour-10,Sports,E,other,EA Sports,EA Tiburon,0.25,2009
3028,Destiny: The Collection,destiny-the-collection,Shooter,T,other,Activision,Bungie,0.4,2016
3029,Shadow of the Tomb Raider,shadow-of-the-tomb-raider,Action-Adventure,M,xbox,Square Enix,Eidos Montreal,0.25,2018
3030,Too Human,too-human,Role-Playing,T,xbox,Microsoft Game Studios,Silicon Knights,0.3,2008
3031,Fight Night Champion,fight-night-champion,Fighting,M,xbox,EA Sports,EA Canada,0.31,2011
3032,DJ Hero 2,dj-hero-2,Misc,T,other,Activision,FreeStyle Games,0.19,2010
3033,Yars' Revenge,yars-revenge,Shooter,unrated,other,Atari,Atari,0.04,1982
3034,Aliens: Colonial Marines,aliens-colonial-marines,Shooter,T,xbox,Sega,Gearbox Software,0.35,2013
3035,Personal Trainer: Walking,personal-trainer-walking,Sports,E,other,Nintendo,Creatures Inc.,0.32,2009
3036,LEGO Jurassic World,lego-jurassic-world,Action,E10,xbox,Warner Bros. Interactive Entertainment,Traveller's Tales,0.27,2015
3037,Secret Agent Barbie: Royal Jewels Mission,secret-agent-barbie-royal-jewels-mission,Platform,E,nintendo,VU Games,Digital Illusions,0.21,2002
3038,The World Ends With You,the-world-ends-with-you,Role-Playing,T,other,Square Enix,Square Enix,0.04,2008
3039,Star Wars: The Force Unleashed II,star-wars-the-force-unleashed-ii,Action,T,nintendo,LucasArts,LucasArts,0.19,2010
3040,Doom,doom,Shooter,M,other,GT Interactive,Williams Entertainment Inc.,0.3,1995
3041,Naruto Shippuden: Ultimate Ninja Storm 2,naruto-shippuden-ultimate-ninja-storm-2,Fighting,T,xbox,Namco Bandai,CyberConnect2,0.27,2010
3042,Buzz! The Hollywood Quiz,buzz-the-hollywood-quiz,Misc,T,other,Sony Computer Entertainment,Relentless Software,0,2008
3043,Tom Clancy's Splinter Cell: Double Agent,tom-clancys-splinter-cell-double-agent,Action,M,xbox,Ubisoft,Ubisoft Shanghai,0.04,2006
3044,DJ Hero,dj-hero,Misc,T,nintendo,Activision,FreeStyleGames,0.23,2009
3045,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,Strategy,E10,other,2K Games,Firaxis Games,0.19,2008
3047,Star Wars The Clone Wars: Jedi Alliance,star-wars-the-clone-wars-jedi-alliance,Action,E10,other,LucasArts,Krome Studios,0.11,2008
3048,Marvel vs. Capcom: Clash of Super Heroes,marvel-vs-capcom-clash-of-super-heroes,Fighting,T,other,Capcom,Capcom,0.3,2000
3049,Drawn to Life,drawn-to-life,Adventure,E,other,THQ,5TH Cell,0.01,2007
3050,Battle Stations,battle-stations,Strategy,E,other,Electronic Arts,Realtime Associates,0.29,1997
3051,Rayman Origins,rayman-origins,Platform,E10,xbox,Ubisoft,Ubisoft,0.32,2011
3052,Goldeneye 007: Reloaded,goldeneye-007-reloaded,Shooter,T,other,Activision,Eurocom,0.33,2011
3053,F1 2016,f1-2016,Racing,unrated,other,Codemasters,Codemasters,0.56,2017
3054,Rare Replay,rare-replay,Misc,M,xbox,Microsoft Studios,Rare Ltd.,0.27,2015
3055,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,E,other,Electronic Arts,EA Black Box,0.33,2008
3056,NBA 2K7,nba-2k7,Sports,E,other,2K Sports,Visual Concepts,0.02,2006
3058,Jr. Pac-Man,jr-pac-man,Puzzle,unrated,other,Atari,General Entertainment,0.05,1984
3059,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,nintendo,Electronic Arts,Eurocom Entertainment Software,0.16,2002
3060,Mass Effect: Andromeda,mass-effect-andromeda,Role-Playing,M,xbox,Electronic Arts,BioWare Corp.,0.2,2017
3061,Hitman,hitman,Action,M,other,Square Enix,IO Interactive,0.36,2017
3062,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,M,pc,Electronic Arts,BioWare Edmonton,0.33,2014
3063,NBA ShootOut 98,nba-shootout-98,Sports,E,other,Sony Computer Entertainment,Sony Interactive Studios America,0.29,1998
3064,ABBA: You Can Dance,abba-you-can-dance,Misc,unrated,nintendo,Ubisoft,Ubisoft,0.5,2011
3065,Prototype 2,prototype-2,Action,M,other,Activision,Radical Entertainment,0.28,2012
3066,Galaxian,galaxian,Shooter,unrated,other,Atari,Atari,0.05,1983
3067,Worms: Open Warfare,worms-open-warfare,Strategy,E10,other,THQ,Team17 Software,0.43,2006
3068,Minecraft: Story Mode,minecraft-story-mode,Adventure,E10,xbox,Mojang,Telltale Games,0.24,2015
3069,Puzzler World,puzzler-world,Puzzle,E,other,Atari,Idea Pad,0.3,2009
3070,Lips,lips,Misc,T,xbox,Microsoft Game Studios,iNiS,0.56,2008
3071,Andretti Racing,andretti-racing,Racing,E,other,EA Sports,Stormfront Studios,0.29,1996
3072,Caesars Palace 2000: Millennium Gold Edition,caesars-palace-2000-millennium-gold-edition,Misc,E,other,Interplay,Runecraft,0.29,2000
3073,UFC Personal Trainer: The Ultimate Fitness System,ufc-personal-trainer-the-ultimate-fitness-system,Sports,E,xbox,THQ,THQ,0.18,2011
3074,Air Raid,air-raid,Action,unrated,other,Men-A-Vision,Men-A-Vision,0.04,1982
3075,Perfect Dark Zero,perfect-dark-zero,Shooter,M,xbox,Microsoft Game Studios,Rare Ltd.,0.02,2005
3076,Marvel Nemesis: Rise of the Imperfects,marvel-nemesis-rise-of-the-imperfects,Fighting,T,other,Electronic Arts,Nihilistic Software,0.02,2005
3077,Boxing,boxing,Fighting,unrated,other,Activision,Activision,0.04,1980
3078,Resident Evil: Operation Raccoon City,resident-evil-operation-raccoon-city,Shooter,M,xbox,Capcom,Slant Six Games,0.14,2012
3079,Need for Speed: Porsche Unleashed,need-for-speed-porsche-unleashed,Racing,E,other,Electronic Arts,Eden Studios,0.29,2000
3080,Ghost Squad,ghost-squad,Shooter,T,nintendo,Sega,Polygon Magic,0.21,2007
3081,Star Wars Battlefront: Elite Squadron,star-wars-battlefront-elite-squadron,Shooter,T,other,LucasArts,Savage Entertainment,0.24,2009
3082,James Cameron's Avatar: The Game,james-camerons-avatar-the-game,Action,T,xbox,Ubisoft,Ubisoft Montreal,0.35,2009
3084,Crystal Castles,crystal-castles,Action,unrated,other,Atari,Atari,0.04,1984
3085,Conker's Bad Fur Day,conkers-bad-fur-day,Platform,M,nintendo,Rare,Rare Ltd.,0.22,2001
3086,Fortnite,fortnite,Action,T,xbox,Gearbox Software,Epic Games,0.09,2017
3088,Star Wars Episode II: Attack of the Clones,star-wars-episode-ii-attack-of-the-clones,Action,E,nintendo,THQ,David A. Palmer Productions,0.2,2002
3089,The Sims 3,the-sims-3,Simulation,T,nintendo,Electronic Arts,The Sims Studio,0.38,2011
3090,Twisted Metal: Head On,twisted-metal-head-on,Action,T,other,Sony Computer Entertainment,Incognito Inc.,0,2005
3091,Tetris Party Deluxe,tetris-party-deluxe,Puzzle,E,other,Majesco,"Tetris Online, Inc",0.3,2010
3092,Dragon Ball: Raging Blast,dragon-ball-raging-blast,Fighting,T,other,Namco Bandai,Spike,0.19,2009
3093,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,other,Electronic Arts,Piranha Games,0.32,2008
3095,Conflict: Desert Storm II - Back to Bagdhad,conflict-desert-storm-ii-back-to-bagdhad,Shooter,T,other,Gotham Games,Pivotal Games,0.29,2003
3096,Maximo: Ghosts to Glory,maximo-ghosts-to-glory,Platform,T,other,Capcom,Capcom,0.29,2002
3097,Battlefield 1,battlefield-1,Shooter,unrated,pc,Electronic Arts,EA DICE,0.41,2016
3098,Donkey Kong Country 3,donkey-kong-country-3,Platform,E,nintendo,Nintendo,Rare Ltd.,0.17,2005
3099,All-Star Baseball 2003,all-star-baseball-2003,Sports,E,other,Acclaim Entertainment,Acclaim Entertainment,0.29,2002
3100,Persona 4 Arena,persona-4-arena,Fighting,T,other,Atlus,Arc System Works,0.12,2012
3101,Unlimited Saga,unlimited-saga,Role-Playing,T,other,Square Enix,SquareSoft,0.08,2003
3102,Pokemon Dash,pokemon-dash,Racing,E,other,Nintendo,Ambrella,0.14,2005
3103,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,sonic-amp-sega-all-stars-racing-with-banjo-kazooie,Racing,E,xbox,Sega,Sumo Digital,0.32,2010
3104,My Baby Girl,my-baby-girl,Simulation,E,other,SouthPeak Interactive,Dancing Dots,0.09,2008
3105,Lego Marvel Super Heroes,lego-marvel-super-heroes,Action,E10,nintendo,Warner Bros. Interactive Entertainment,Traveller's Tales,0.36,2013
3106,FIFA Soccer 12,fifa-soccer-12,Sports,E,nintendo,EA Sports,EA Canada,0.51,2011
3107,Cabela's Deer Hunt: 2004 Season,cabelas-deer-hunt-2004-season,Sports,T,other,Activision,Sand Grain Studios,0.29,2003
3108,Sonic Unleashed,sonic-unleashed,Platform,E10,other,Sega,Sonic Team/Dimps Corporation,0.04,2008
3109,Formula 1,formula-1,Racing,E,other,Sony Computer Entertainment,Bizarre Creations,0.12,1996
3111,Resident Evil: Revelations,resident-evil-revelations,Action,M,other,Capcom,Capcom,0.32,2013
3113,Pro Evolution Soccer 2015,pro-evolution-soccer-2015,Sports,E,other,Konami Digital Entertainment,PES Productions,0.45,2014
3114,Banjo-Kazooie: Nuts & Bolts,banjo-kazooie-nuts-amp-bolts,Platform,E10,xbox,Microsoft Game Studios,Rare Ltd.,0.35,2008
3115,Driv3r,driv3r,Racing,M,xbox,Atari,Reflections Interactive,0.38,2004
3116,Mercenaries: Playground of Destruction,mercenaries-playground-of-destruction,Action,T,other,LucasArts,Pandemic Studios,0.02,2005
3117,MTV Celebrity Deathmatch,mtv-celebrity-deathmatch,Fighting,M,other,Gotham Games,Big Ape Productions,0.29,2003
3118,Street Fighter Alpha: Warriors' Dreams,street-fighter-alpha-warriors-dreams,Fighting,T,other,Capcom,Capcom,0.11,1995
3121,Just Dance 2019,just-dance-2019,Music,E,nintendo,Ubisoft,Ubisoft Paris,0.26,2018
3122,Band Hero,band-hero,Misc,E10,other,Activision,Neversoft Entertainment,0.23,2009
3123,Duke Nukem Forever,duke-nukem-forever,Shooter,M,other,2K Games,Gearbox Software,0.31,2011
3125,Tony Hawk's Pro Skater 2,tony-hawks-pro-skater-2,Sports,E,nintendo,Activision,Edge of Reality,0.16,2001
3127,Mega Man Battle Network 6: Cybeast Falzar / Gregar,mega-man-battle-network-6-cybeast-falzar,Role-Playing,E,nintendo,Capcom,Capcom,0.03,2006
3128,Toy Story 3: The Video Game,toy-story-3-the-video-game,Action,E10,xbox,Disney Interactive Studios,Avalanche Software,0.27,2010
3129,Just Dance 2018,just-dance-2018,Music,E10,nintendo,Ubisoft,Ubisoft Paris,0.4,2017
3130,Syphon Filter: The Omega Strain,syphon-filter-the-omega-strain,Shooter,M,other,Sony Computer Entertainment,SCEA Bend Studio,0.29,2004
3131,FIFA Soccer 11,fifa-soccer-11,Sports,E,other,EA Sports,EA Canada,0.29,2010
3132,PokePark 2: Wonders Beyond,pokepark-2-wonders-beyond,Action-Adventure,E,nintendo,Nintendo,Creatures Inc.,0.19,2012
3133,SoulCalibur V,soulcalibur-v,Fighting,T,other,Namco Bandai,Project Soul,0.24,2012
3134,Mortal Kombat: Deception,mortal-kombat-deception,Fighting,M,xbox,Midway Games,Midway Games,0.12,2004
3135,That's So Raven,thats-so-raven,Adventure,E,nintendo,Buena Vista,Disney Interactive,0.2,2004
3136,Marvel vs. Capcom 2,marvel-vs-capcom-2,Fighting,T,other,Capcom,Capcom,0.24,2002
3137,Assassin's Creed: Revelations,assassins-creed-revelations,Action,M,pc,Ubisoft,Ubisoft Montreal,0.49,2011
3138,Harry Potter and the Half-Blood Prince,harry-potter-and-the-half-blood-prince,Action,E10,nintendo,Electronic Arts,Bright Light Productions,0.4,2009
3139,Lost Planet 2,lost-planet-2,Shooter,T,xbox,Capcom,Capcom,0.24,2010
3140,Legends of Wrestling,legends-of-wrestling,Fighting,T,other,Acclaim Entertainment,Acclaim Studios Salt Lake City,0.29,2001
3141,True Crime: New York City,true-crime-new-york-city,Action,M,other,Activision,Luxoflux,0.02,2005
3142,The Walking Dead: A Telltale Games Series,the-walking-dead-a-telltale-games-series,Adventure,M,xbox,Telltale Games,Telltale Games,0.13,2012
3143,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,xbox,Eidos Interactive,IO Interactive,0.31,2007
3144,Quantum Break,quantum-break,Action,M,xbox,Microsoft Studios,Remedy Entertainment,0.25,2016
3147,Dark Souls II,dark-souls-ii,Role-Playing,unrated,xbox,Namco Bandai Games,From Software,0.19,2015
3148,Wall-E,wall-e,Platform,E,other,THQ,Asobo Studio,0,2008
3149,Ratchet & Clank Collection,ratchet-amp-clank-collection,Platform,unrated,other,Sony Computer Entertainment,Idol Minds,0.14,2012
3150,Wolfenstein: The New Order,wolfenstein-the-new-order,Shooter,M,xbox,Bethesda Softworks,MachineGames,0.3,2014
3151,LEGO City Undercover,lego-city-undercover,Platform,E10,other,Warner Bros. Interactive Entertainment,TT Fusion,0.46,2017
3152,Genji: Days of the Blade,genji-days-of-the-blade,Action,T,other,Sony Computer Entertainment,Game Republic,0.38,2006
3154,Mega Man X5,mega-man-x5,Platform,E,other,Capcom,Capcom,0.21,2001
3155,Drawn to Life: The Next Chapter,drawn-to-life-the-next-chapter,Puzzle,E,nintendo,THQ,Planet Moon Studios,0.39,2009
3156,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,other,Konami Digital Entertainment,Konami Digital Entertainment,0.36,2017
3157,Fire Emblem Echoes: Shadows of Valentia,fire-emblem-echoes-shadows-of-valentia,Role-Playing,T,nintendo,Nintendo,Intelligent Systems,0.16,2017
3158,We Sing,we-sing,Misc,unrated,nintendo,Nordic Games,Le Cortex,0.68,2009
3160,Rockstar Games presents Table Tennis,rockstar-games-presents-table-tennis,Sports,E,xbox,Rockstar Games,Rockstar San Diego,0.38,2006
3162,WWE SmackDown vs. Raw 2009,wwe-smackdown-vs-raw-2009,Fighting,T,other,THQ,Yuke's Media Creations,0.2,2008
3163,Disney Infinity 2.0: Marvel Super Heroes,disney-infinity-20-marvel-super-heroes,Action-Adventure,E10,other,Disney Interactive Studios,Avalanche Software,0.25,2014
3164,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,other,Eidos Interactive,IO Interactive,0.32,2007
3165,Deer Drive,deer-drive,Sports,T,nintendo,Mastiff,SCS Software,0.04,2009
3166,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,Sports,E,other,Konami Digital Entertainment,PES Productions,0.41,2016
3167,Shark Tale,shark-tale,Action,E,other,Activision,Edge of Reality,0.29,2004
3168,San Francisco Rush: Extreme Racing,san-francisco-rush-extreme-racing,Racing,E,nintendo,Midway Games,Atari Games,0.11,1997
3170,Zone of the Enders,zone-of-the-enders,Simulation,M,other,Konami,Konami Computer Entertainment Japan,0.24,2001
3171,Raving Rabbids: Travel in Time,raving-rabbids-travel-in-time,Adventure,E10,nintendo,Ubisoft,Ubisoft Paris,0.46,2010
3172,Borderlands: The Pre-Sequel,borderlands-the-pre-sequel,Misc,unrated,xbox,2K Games,Unknown,0.19,2014
3173,Rock Band 4,rock-band-4,Music,T,xbox,Harmonix Music Systems,Harmonix Music Systems,0.05,2015
3174,Street Fighter EX Plus Alpha,street-fighter-ex-plus-alpha,Fighting,T,other,Capcom,Arika,0.19,1997
3175,Coded Arms,coded-arms,Shooter,T,other,Konami,Konami,0.29,2005
3176,Style Savvy: Trendsetters,style-savvy-trendsetters,Simulation,E,nintendo,Nintendo,syn Sophia,0.03,2012
3177,FIFA 19,fifa-19,Sports,E,nintendo,Electronic Arts,EA Sports,0.47,2018
3178,Need for Speed: Shift,need-for-speed-shift,Racing,E,other,Electronic Arts,Slightly Mad Studios,0.38,2009
3179,Tony Hawk's Underground 2,tony-hawks-underground-2,Sports,T,xbox,Activision,Neversoft Entertainment,0.24,2004
3180,Madden NFL 06,madden-nfl-06,Sports,E,other,EA Sports,EA Tiburon,0,2005
3181,Skylanders: Trap Team,skylanders-trap-team,Action-Adventure,E10,nintendo,Activision,Toys for Bob,0.26,2014
3182,Capcom vs. SNK 2: Mark of the Millennium 2001,capcom-vs-snk-2-mark-of-the-millennium-2001,Fighting,T,other,Capcom,Capcom,0.17,2001
3183,MVP 06 NCAA Baseball,mvp-06-ncaa-baseball,Sports,E,other,EA Sports,EA Canada,0.02,2006
